Original,Corrected
"r des deutchen Rokoko
erfreuenden Kopfleiten zu Beginn der beiden großen teile nach den Originalen wiedergegeben.
Möchte der weitere Erfolg diefes Neudrucks Uerlagshandlung und herausgeber auch zu Neuausgaben der beiden anderen grundlegenden Klaviermethoden des 18. Jahr- hunderts (Marpurg, Cürk) ermutigen, dei mti der Zeit kraft ibrer einzigartigen Bedeu- tung —jener namentlich für dei Manierenlehre, diefer für dei Zufammenfalung eines ganzen Jahrhunderts Klavierlehre - wohl zu einer wirklichen Notwendigkeit werden dürfte.
Or. Walter Diemann.
in der Huswabl von (echs Sonaten und in hans von Bülows geiltreich kolorierender, d. b. aus- füllender und retufchierender Bearbeitung (Edition Peters) bekannt geworden [ind. Die übrigen Deu- ausgaben (einer Klavierwerke ni Adolf Ruthardts „Wegweifer durch die Klavierliteratur"", Leipzig, 10. Auflage 1925, 5ug, S. 347.

 Inhaltsübersicht. (Vom Gerausgeber zusammengestelt).
Erster Teil.
Seite 1 I . h a u p s t i c k . mUo S i n g e r s a k ! !
9 I. ","r des deutschen Rokoko
erfreuenden Kopfleisten zu Beginn der beiden großen Teile nach den Originalen wiedergegeben.
Möchte der weitere Erfolg dieses Neudrucks Verlagshandlung und Herausgeber auch zu Neuausgaben der beiden anderen grundlegenden Klaviermethoden des 18. Jahrhunderts (Marpurg, Türk) ermutigen, die mit der Zeit kraft ihrer einzigartigen Bedeutung — jener namentlich für die Manierenlehre, dieser für die Zusammenfassung eines ganzen Jahrhunderts Klavierlehre — wohl zu einer wirklichen Notwendigkeit werden dürfte.
Dr. Walter Niemann.

In der Auswahl von sechs Sonaten und in Hans von Bülows vielseitig kolorierender, d.h. ausfüllender und retuschierender Bearbeitung (Edition Peters) bekannt geworden sind. Die übrigen deutschen Ausgaben einer Klavierwerke in Adolf Ruthardts „Wegweiser durch die Klavierliteratur"", Leipzig, 10. Auflage 1925, Zug, S. 347.

Inhaltsübersicht. (Vom Herausgeber zusammengestellt).
Erster Teil.
Seite 1. Hauptstück. No. 1. in C-Dur.
Seite 9."
"Fauptstülck. Uom Fingersatz
П. fauptstilck. Uon den Manieren
.........24 1. Abteilung. Vonden anierenuberhaupe
2. Abteilung.
Don den Vorschlägen 3. Abteilung. Von den Crillern
4. Abteilung. Uon dem Doppelschlage . 5. Abteilung. Uon den Mordenten .
6. Abteilung. Von dem Anschlage .
7. Abteilung. Uon den Schleifern
8. Abteilung. Uon dem Schneller
9. Abteilung. Von den Uerzierungen der Fermaten # . Fauptstück, Uom Uortrage . . . . . .
S w e i t e r Ge i l .
Einleitung. .
• •
・
1. Rapitel.
Uon den Intervallen und den Signaturen 2. Rapitel.
Uom harmonischen Dreiklang • •
3. Kapitel. Uom Sextenaccord
31 41 53 65
69 73 77 78
80
12
4. Kapitel.
Von dem uneigentlichen verminderten harmonischen Dreiklange
12 5. Kapitel.
Uon dem uneigentlichen vergrösserten harmonischen Dreiklange 12 6. Rapitel.
12 VomSextquartenaccord
7. Kapitel.
Uom Cerzquartenaccord . •
8, Kapitel.
Uom Sextquintenaccord . .
12 9, Rapitel. Uom Sekundenaccord . . 12
Z1

 IZ
VIII
Inhaltsübersicht.
10. Kapitel. Uom Sekundquintenacc","Hauptstück. Vom Fingersatz
П. Hauptstück. Von den Manieren
.........24

1. Abteilung. Von den Manieren überhaupt
2. Abteilung. Von den Vorschlägen
3. Abteilung. Von den Trillern
4. Abteilung. Von dem Doppelschlag
5. Abteilung. Von den Mordenten
6. Abteilung. Von dem Anschlag
7. Abteilung. Von den Schleifern
8. Abteilung. Von dem Schneller
9. Abteilung. Von den Verzierungen der Fermaten

Hauptstück, Vom Vortrag

Zweiter Teil

Einleitung

1. Kapitel. Von den Intervallen und den Signaturen
2. Kapitel. Vom harmonischen Dreiklang
3. Kapitel. Vom Sextakkord
4. Kapitel. Von dem uneigentlichen verminderten harmonischen Dreiklang
5. Kapitel. Von dem uneigentlichen vergrößerten harmonischen Dreiklang
6. Kapitel. Vom Sextquartenakkord
7. Kapitel. Vom Terzquartenakkord
8. Kapitel. Vom Sextquintenakkord
9. Kapitel. Vom Sekundenakkord
10. Kapitel. Vom Sekundquintenakkord

Inhaltsübersicht"
"ord
1. Kapitel. Vom Sekundquintquartenaccord . 12. Kapitel. Uom Sekundterzaccord . . . 13. Kapitel, Uom Septimenaccord . . .
14. Rapitel. Uom Sextseptimenaccord . •
15, Rapitel. Uom Quartseptimenaccord
16. Rapitel. Uom Accord der grossen Septime. 17. Rapitel. Vom Nonenaccord. . .
18. Kapitel. Vom Sextnonenaccord. .
19. Rapitel. Uom Quartnonenaccord •
20. Kapitel, Jom Septimennonenaccord 21. Rapitel. Vom Quintquartenaccord..
22. Rapitel. Uom Einklange.
23. Kapitel. Uon der einstimmigen Begleitung
24. Kapitel. Jom Orgelpunkt ・
25. Kapitel.
Uon den Uorschlägen
26.Rapitel. Vonrudkendenoten
27. Kapitel. Jom punktierten Anschlage
28. Rapitel. Uom punktierten Schleifer
29. Rapitel.
Vom Uortrage .
30. Kapitel. Uon den Schlusskadenzen . . . 31. Kapitel. Von den Fermaten
32. Kapitel.
Uon gewissen Zierlichkeiten des Accompagnements 33. Rapitel.
Von der Nachahmung
34, Rapitel.
Von einigen Vorsichten bei der Begleitung
35. Rapitel. Von der Notwendigkeit der Bezifferung
36. Rapitel, Uon durchgehende","1. Kapitel. Vom Sekundquintquartenaccord  
12. Kapitel. Vom Sekundterzaccord  
13. Kapitel. Vom Septimenaccord  
14. Kapitel. Vom Sextseptimenaccord  
15. Kapitel. Vom Quartseptimenaccord  
16. Kapitel. Vom Accord der großen Septime  
17. Kapitel. Vom Nonenaccord  
18. Kapitel. Vom Sextnonenaccord  
19. Kapitel. Vom Quartnonenaccord  
20. Kapitel. Vom Septimennonenaccord  
21. Kapitel. Vom Quintquartenaccord  
22. Kapitel. Vom Einklange  
23. Kapitel. Von der einstimmigen Begleitung  
24. Kapitel. Vom Orgelpunkt  
25. Kapitel. Von den Vorschlägen  
26. Kapitel. Von rückenden Noten  
27. Kapitel. Vom punktierten Anschlag  
28. Kapitel. Vom punktierten Schleifer  
29. Kapitel. Vom Vortrag  
30. Kapitel. Von den Schlusskadenzen  
31. Kapitel. Von den Fermaten  
32. Kapitel. Von gewissen Zierlichkeiten des Accompagnements  
33. Kapitel. Von der Nachahmung  
34. Kapitel. Von einigen Vorsichten bei der Begleitung  
35. Kapitel. Von der Notwendigkeit der Bezifferung  
36. Kapitel. Von durchgehenden Noten  
"
"n Roten . •
37. Kapite). Uon dem Uorschlagen mit der rechten hand 38, Rapitel, Vom Recitativ.
•••
39. Kapitel.
Uon den Wechselnoten • •
40. Rapitel. Uom Bassthema
41. Kapitel. Uon der freien Fantasie .
mti
der
linken
F a n d
12
13 13 13 13 13 13 13 13 13 13 13 16 19
44 46 56 60 72 76 78 94 97 99 101
107 110 16 17
120

 Carl Shilipp Emanuel Bads
Derfud)
über die mabre 21+t
Das Clavier zu fpielen
mit Grempeln
und achtzehn robe-Grüen ni feds Gonaten erläutert.
Griter Sheil. In Derlegung des Luctoris.
Berlin, 1753 [1759]. Gebrudt bet George Euderig Winter.

 
 Borrede.
viele Borzuge das Slavier befiet, of bies In Edürigteiten if bafelbe zu gleicher
Beit unterivorfen. Die 23oufommenheit befelben mare leidte Daraus su crucifen, tenn cô nothig máre, rucil oc biejenigen Eigenfd)af= ren, die andere Jufrumente nur einsen haben, ni fd) bereinct: tocil man cine vollftändige Darmonie, toozu fond bret, dier und mehrere Infrumente erfors bert werden, barauf mit einmabl hervor bringen fan, und tas Der","Roten.
37. Kapitel. Von dem Vorschlagen mit der rechten Hand 38. Kapitel, Vom Recitativ.
•••
39. Kapitel.
Von den Wechselnoten
40. Kapitel. Vom Bassthema
41. Kapitel. Von der freien Fantasie 
mit
der
linken
Hand
12
13 13 13 13 13 13 13 13 13 13 13 16 19
44 46 56 60 72 76 78 94 97 99 101
107 110 16 17
120

Carl Philipp Emanuel Bach
Versuch
über die wahre Art
das Clavier zu spielen
mit Exempeln
und achtzehn Probe-Stücken in sechs Sonaten erläutert.
Dritter Teil. In Ablegung des Autors.
Berlin, 1753 [1759]. Gedruckt bei George Ludwig Winter.

 
Vorrede.
Viele Vorzüge das Clavier besitzt, so ist es in Schwierigkeiten dasselbe zu gleicher
Zeit unterworfen. Die Vollkommenheit desselben wäre leicht daraus zu kritisieren, wenn es nötig wäre, sowohl auf diejenigen Eigenschaften, die andere Instrumente nur einzeln haben, zu bereinigen: weil man eine vollständige Harmonie, wozu sonst drei, vier und mehrere Instrumente erforderlich werden, darauf mit einmal hervorbringen kann, und das"
"gleiden Dortheile mebr find. 2Bemift
aber nicht zugleich befannt, wie viel forberungen an bad (Elavier gemachet werden; toic man fich nid)t be:
gnüget, basienige von eincn Slavicepicter uz comars ten, toas man sen jedem Inftcumentifen mit Acdt ferbern fait, nemlist die Fertigfeit, cin für fin Snink
ment

 Dorrede.
ment gefretce Etüd Den Diegeln Des guten 2ortrago
gemaß, auszuführen? Wan berlanget noch uberdice, Daß cin Glabieripider Bantaßen von allerlen 2rt mas thcn foll; daß er einen aufgegebenen Eal nad Den Trengften Diegeln Der Sarmonie und Melobic aus
Dme Etegercif Durcharbciten, aud alien Ench mit gleidber Scicbtigfrit frielen, einen Zon ni den andern in Zugenblid ohne Schler überfeten, alles obne las terfcheid vom Blatte meg fpielen foll, ce mag für fin Inftrument eigentld aifet fenn oder nicht; daß er Dei 2Bifenfchaft Die encralbafcs in finer bélligen Gewalt haben, folligen mit Untcricheid, oft mit 23er láugnung, bald mit biclen, bald mit rocnigen Etim: men, bald nach der Stren","gleiden Vorteile mehr sind. Bemisst
aber nicht zugleich bekannt, wie viel Forderungen an das Clavier gemacht werden; weil man sich nicht begnüget, dasjenige von einem Clavierspieler zu erwarten, was man von jedem Instrumentisten mit Recht fordern kann, nämlich die Fertigkeit, ein für sein Instrument

dorrede.
ment gesetzte Stück den Regeln des guten Vortrags
gemäß auszuführen? Man verlangt noch überdies, dass ein Clavierspieler Fantasien von allerlei Art machen soll; dass er einen aufgegebenen Saal nach den strengsten Regeln der Harmonie und Melodie aus dem Stegreif durcharbeiten, aus allen Schriften mit gleicher Leichtigkeit spielen, einen Ton in den anderen im Augenblick ohne Fehler übersetzen, alles ohne Unterschied vom Blatt weg spielen soll, ob es für sein Instrument eigentlich geeignet ist oder nicht; dass er die Wissenschaft der Generalbasses in seiner völligen Gewalt haben, folglich mit Unterschied, oft mit Verlangung, bald mit vielen, bald mit wenigen Stimmen, bald nach der strengen"
"ge Der Sarmonis, Bald ga:
lant; balo nas einem zu tocnig ober zu biel, bald gar nicht und bald febr falft begieferten Zofe frielen Tol; dag er dirfen Coneralboß mandmall que Dars
tituten ven vielen Einen, beg unbegieferten, poei ofte
gar paufirenden Balen, tenu nemlid eine von den
andern Stimmen gun Grunde Der Sarnonie bienet, sichen und badurd dis Zuannenfimmung verfárs den fol, und wer teiß ale forderungen meht? Dies fem

 Dorrede.
fem foll nun nody metrentbeile auf einem fremden Tn:
frumente Genige gefachon, und chet man garnid)t Darauf, do folebue que oder fooledt, ob foldoce mi ge börigen Etande ift, oder nicht, weben oft feine Ent: fchuldigung gilt. Im Gegentheile in Diefo die ge- montom Bumutbung, baß man Santafen verlangt, obne fich au befüminern, ob der Slavicrift ni Dem @ugenbleDagugenungfamaufgerdumtit oder nidt,
unb ohne ibin die Dazl gebórige Difpolition, entrues der durd) Darbietung eines tüdtigen Infirumcité zu
verfitaffen, oder ibm felbige zu erhalten.
Diefer forderunge","Hier der korrigierte Textauszug:

---

ge Der Sarmonis, Bald galant; bald nach einem zu wenig oder zu viel, bald gar nicht und bald sehr falsch begeiferten Zuge vielen Ton; dass er dürfen Generalbaß manchmal die Darstellungen von vielen Tönen, bei ungefügten, oder oft gar pausierenden Bässen, nennen nämlich eine von den anderen Stimmen. Sie dient zum Grunde der Harmonie und bewunderte sich und dadurch diese Zusammenstimmung verschärfen soll, und wer weiß alle Forderungen mehr? Dies sei

vorredet.
Er soll nun noch metrenteile auf einem fremden Instrumente Genüge geschehen, und achtet man gar nicht darauf, ob solches, was oder folglich, ob solche mit gehörigen Stande ist, oder nicht, weil oft keine Entschuldigung gilt. Im Gegenteil in dieser die gemeinsame Bemühung, dass man Fantasien verlangt, ohne sich zu bemühen, ob der Schrift die Augenleidenschaftmäßigkeit oder nicht, und ohne ihn die dazu gehörige Disposition, entweder durch Darbietung eines tüchtigen Instruments zu versehen, oder ihm selbige zu erhalten.
Diese Forderungen"
"n ungeadtet findet Das S l a
vier allegrit mit Decht feine Lieblyaber. Wan laffer
fidburd dir Eduirigfeit befilben nicht abfasreden,
ein Infrument uz erleenen, wostchce burd feins berglige lichen Dieige die barauf geivendte u b e und Brit vól
lig crist. Es ni aber auch nicht jeder Liebbaber
Derbunden, ale dide Forderungen an bafelbe zu ca
füllen. Er nimmt fo sielen Inteil Daran, nie er
will, und bim die von Matur erhaltenen Gaben cr lauben.
Thur märe co au moinen, boß Dci Unterror 3 fung

 Dorrede.
fung auf Diefen Juftrumente Gin und wieder ctivas
beiboffert, und das malre Gute, meldice, mci iber: Haupt ni der eufet, ao befondere auf ben Glavies er nod bisher ben ivenigen anzutreffen acrocfen ift, badurd allgemeiner mürde. DiebortreflidftenSeis
fer in Der Quetbung, Denen man ctras Gutes ab: bören fénnte, futo nod nidht ni of grofer Zingall ju finden, ale man fid vicleicht einbildendurfte. Das
21061re11, eineart celaubten Dicbftable, aber ifni der Duld Deño nothendige, da, tenn aud die ","Ungeachtet findet das Klavier allgemein mit Recht seine Liebhaber. Wenn Letztere sich durch die Schwierigkeit desselben nicht abschrecken, ein Instrument zu erlernen, wozu durch feine verglichen Dinge die darauf verwendete Mühe und Zeit völlig im Kreis steht. Es ist aber auch nicht jeder Liebhaber verbunden, alle diese Forderungen an dasselbe zu erfüllen. Er nimmt so viel Anteil daran, wie er will, und ihm die von Natur erhaltenen Gaben es erlauben. Dennoch möchte ich meinen, dass der Unterricht auf diesem Instrumente hin und wieder etwas verbessert und das wahre Gute, welches, mir über: Haupt in der auf das Klavier noch bisher nur wenigen anzutreffen gewesen ist, dadurch allgemeiner würde. Die vortrefflichsten Lehrer in der Ausbildung, denen man etwas Gutes abgehören könnte, sind noch nicht so oft großer Zingall zu finden, als man sich vielleicht einbilden durfte. Das Notwendige, eine Art erlaubter Dichtstellerei, aber ist in der Kunst dennoch notwendig, da, wenn auch die"
"26gund unter Den Dienften nidt of groß wäre, vies el Gaden aufitoffen, die man faun reifen, gedinsi ge fabreiben fan, und die man alfo vem bloßen Dós ren erlernen muß.
2enn ic biemit Der &Belt cine 2Inleitung 3um Elabiericen übergebe: Go if meine 210fdt int
geringen nidt, die norber angefübrten 2inforbes rungen an baffelte nadh einander burdgugeben, und jul zeigen, wie man allen Diefen befondere ein Onúge Leiften fol. Es wird bier toeder von der 20rt zu fan-
tafiten, nody von bem Generalbaffe achandelt roce
o en.DeanmnoctbiefesumEbcilinvielenguten23น=

 Dortede.
dern bercite vorlangh auégefibret. Say bin bier
Billene, die mabre Ort zu geigen, Sandfaden mir Senfall vernünftiger Renner 3u frielen. OBer aber
bierinnen das Eenige gethan bat, der hat (don febr Dieles auf dem Elaviere sethan, und mid derflbe ni ben übrigen 2lufgaben Defelben befo bequemer fortgue
Fommen, Dei Säbigtet baben. Die Anporderun gent, die man vor allen andern Infrumenten sorgug: lich an das Slavicr madet, seugen so","Hier ist der korrigierte Textauszug aus C.P.E. Bachs ""Versuch über die wahre Art das Clavier zu spielen"", mit modernisierter Rechtschreibung, jedoch erhaltener Grammatik und Ausdrucksweise:

<strong>26</strong> und unter den Diensten nicht oft groß wäre, fiel es in Gnaden auf, gestiftet zu schreiben, die man kaum reisen, gedruckt zu verbreiten kann, und die man also vom bloßen Dóren erlernen muss.
<strong>Denn ic</strong> h biete hiermit der Welt eine Einführung zum Klavierspiel: So ist meine Absicht ins
Geringe nicht, die vorher angeführten Anforderungen an dasselbe nacheinander durchzugeben, und zu zeigen, wie man allen diesen besondere Ehre leisten soll. Es wird hier weder von der Art zu fantasieren, noch von dem Generalbass behandelt, sondern dieses um vielseitig guten Nutzen.

<strong>Dortherde.</strong>
der bereitwillig vorlangt ausgeschrieben. Ich bin hier
Wille, die wahre Art zu zeigen, Handfaden mit Einfall vernünftiger Kenner zu versehen. Wer aber
hierinnen das Einige getan hat, der hat schon vieles auf dem Klavier getan, und wird dasselbe in den übrigen Aufgaben desselben umso bequemer fortkommen, da Fähigkeiten haben. Die Anforderungen, die man vor allen anderen Instrumenten sorglich an das Klavier macht, zeigen so"
"n der 23ol- Eommenbeit uno bem fociten limfange Defielben, und aus Der muffalifen Gefchichte bemerdet man, daß bicienigen, Dencu re gelungen, fid) cinen grofen Stal men ni der mufifalifchen 28cit zu maden, bisfcs 311 ftrument mehrentbcile vorgiglid ansgrubet haben.
3m alem diefen babe id bnuptfadtic meine abficht gualcich auf bieicnigen Librer geridtet, wels de ihre Sauler bishero midt nach den roatien Grundfaßen Der Sunf angefübret baben. Siebba:
ber, die durd falice Borchriften werhubelt worden, fonnen fie von felbten nach meinen Sebrfäßen zurcc):
te lelffen, roenn fe o n sic Druft fonten gefpiclt babels Anfänger aber werden, vermittelf Derfelben, mit

 Dorredr.
mit Ecfondrer Erichtigfeit in Fureet Beit Dabin fom:
men, to fic foum geglaubt hütter.
Diejenigen irren fids, welde ein icitläuftiges Cebracbande bon mir eroactet baben; id babe mobr Danf zu verdienen geglaubt, men it Das giemlid) fchnchte Glavier: Erubium Durd) furec Scifáße, of viel moglich, leichte und angenchm madite.
Ind","In der vollen Kommendheit und dem solchen Umfange desselben, und aus der musikalischen Geschichte bemerkt man, daß diejenigen, denen es gelungen, sich einen großen Namen in der musikalischen Zeit zu machen, meistens Instrumente vorzüglich ausgebildet haben.
In allem diesen habe ich hauptsächlich meine Absicht zugleich auf diejenigen Leser gerichtet, welche die Säulen bisher nicht nach den wahren Grundsätzen der Kunst ausgebildet haben. Sie aber, die durch falsche Vorschriften verwirrt worden, können sich von selbst nach meinen Lehrsätzen zurückziehen und bessern, wenn sie nur den Druck verstehen könnten, gespielt haben. Anfänger aber werden, vermittelst derselben, mit

Sicherheit
mit besonderer Richtigkeit in kurzer Zeit dahin kommen, wo sie kaum geglaubt hätten.
Diejenigen irren sich, welche ein zeitläufiges Gebrauchsbuch von mir erwartet haben; ich habe mehr Dank zu verdienen geglaubt, wenn ich das ziemlich schwere Klavier: Studium durch gute Sätze, soviel möglich, leicht und angenehm machte.
Und"
"em id unteridicbene 2Sabibriten mehr ale
einmall su ermenen genotbiget morden bin, thcile nigen der Celachbeit, wilde feldsis erfordert bat, thcite um bas vide Madydlage zu vermeiden, tciles rocil l glaube, daß man gerifjc Sauptfüße nicht zu oft cincharfen fan: of befeich bißfale eben of toblbe m a n Egern Bergebung du crbalten, ale premeacn, dap dá Diciadt mandre durch dic 2Bahrbeit gittef: fen finden wird, ohne baf ich gleichtell die gerinafte abidst einer perfebten Beidigung acbabt babe.
Œollte gegenártigc8 2Berd bey ocruúnftigen Schnstn eingen Bonfall finden: fo würde id) daburd)
angercißet wuerben, bafelbe mit Der Beit, vermittelft ciniger Benträge, fortzufein.
Einleis

 Einleitung.
1. §. Jur wahren 2ot das Elabier zu fpielen, gehören bauptfädlid bret Gtüde, welche of genau mit einander berbunden find, baß eines obne das andere weder fenn tan, noch darf; nebmlic die rechte Finger-Gesung, die guten
Daneren, uno der gute Bortrag.
2. §.
Da biefe Stüde nicht allzu betant find, und fol","em ich unterrichteten Fähigkeiten mehr als
einmal zu erwähnen gezwungen worden bin, teile wegen der Sacharbeit, welche vieles besagtes erfordert hat, daher um das viele Missgeschick zu vermeiden, teile noch l glaube, daß man gewisse Hauptsätze nicht zu oft einschärfen kann: ob selbige bisweilen ob dieselben in erhobenen Bewerbungen zu erhalten, als prämieren, daß der Nachdruck dagegen durch die Wahrheit genutzt sein wird, ohne daß ich gleichzeitig die geringschätzigste Absicht einer perfekten Berichtigung gehabt habe.
Sollte gegenwärtiges Werk bei vernünftigen Künstlern einigen Beifall finden: so würde ich dadurch
angereizt werden, dasselbe mit der Zeit, mittels einiger Beiträge, fortzusetzen.

Einleitung.
1. §. Zur wahren Art das Clavier zu spielen, gehören hauptsächlich drei Stücke, welche so genau miteinander verbunden sind, daß eines ohne das andere weder können kann, noch darf; nämlich die rechte Fingerhaltung, die guten Manieren, und der gute Vortrag.
2. §.
Da diese Stücke nicht allzu bekannt sind, und folglich nicht genug beachtet werden,"
"glia of oft bamider gefehlet worden: of bat man mebrentheils Glavier-Gpieler gebötet, welche nad) einer abfcheulicen Mühe endlich gelernet baben, verftändigen Subörem, Dasx Clavier durd) ihr Epielen edelbaft zu maden. Man bat in ibrem Epielen das
runde, deutliche und natürlide bermißt; bingegen, an ftatt befen lauter Bebade, ‹ Poltern und Etolpern angetroffen. Indem alle andere Inftrumente baben
fingen gelernet; of ift bloß bas Clavier bierinnen zurüd geblieben, und bat, an [tatt wenigerunterhaltenen Toten, mit pielen bunten Figuren fich abgeben müfen, dergeftalt (2] bag man faon angefangen bat zu glauben, es würde einem angít, wenn man etwas langfames oder fangbares auf dem Clavier fpie- len foll; man tönne weder einen Eon an ben andern gieben, nod) einen Son bon dem andern burch einen Etoß abfondern; man müfe diefes Inftrument bloß als ein nöthiges Sibel zur Begleitung bulden. Eo ungegründet und wider- [predend diefe Befauldigungen find, of gewiffe Beiden find fie dod der {@lechten 2","Hier ist der Text mit Korrekturen der OCR-Fehler und einer modernisierten Rechtschreibung, wobei Grammatik und Ausdruck unverändert bleiben:

```markdown
Es ist oft darüber gefehlt worden, dass man mehrenteils Klavierspieler gebildet, welche nach einer abscheulichen Mühe endlich gelernt haben, verständigen Zuhörern das Klavier durch ihr Spielen edelhaft zu machen. Man hat in ihrem Spielen das
runde, deutliche und natürliche vermisst; hingegen, anstatt dessen lauter Gebrüll, Poltern und Stolpern angetroffen. Indem alle anderen Instrumente haben
singen gelernt; so ist bloß das Klavier hierin zurückgeblieben und hat, anstatt wohltönender Töne, mit vielen bunten Figuren sich abgeben müssen, dergestalt, dass man schon angefangen hat zu glauben, es würde einem angst, wenn man etwas Langsames oder Sangbares auf dem Klavier spielen soll; man könne weder einen Ton an den anderen geben, noch einen Ton von dem anderen durch einen Stoß absondern; man müsse dieses Instrument bloß als ein nötiges Übel zur Begleitung dulden. So ungegründet und widersprechend diese Beschuldigungen sind, so gewisse Beweise sind sie doch der schlechten ...
```"
"lit, Das Clabier zu fpielen. Sah weiß nicht, da man folchergeftalt das Glavier für unfte beutige Mufc fo gar ungefaidt bält, und mancher dadurc abgefaitedt werden tan, folches zu erlernen, ob nicht felbit die Wijenchaft, welche fá)on jeso ziemlia) rar zu tuerden anfängt, nicht noch mebt falen werde, indem fie grüftentheils burd groffe Clavier-Gpieler auf uns gebracht worden ift.
[ ad),B er uc).]
1

 Einleitung.
3.S. Lufer den Seblem tower oben angefültte bred Dundte, bat man den Echolaren eine falfche Saltung ber Sände gewiefen, wenigftens bat man ihnen folde nicht abgewöhnt; dadurch ift ihnen folgends alle Möglichteit abges fchnitten worden, ettoas Gutes beraus zu bringen, und man bat bon den fteifen und am Draht gezogenen Fingern fchon auf bas übrige falieffen tönnen.
4.S. Geder Pehr-Weifter ben nabe, bringt feinen Gaülern feine eigene 2lrbeiten auf, indem es heute zu Sage eine Goande zu febn {dieint, nichts felber feßen zu Eönnen. Dabero woerden den Lebrlingen, andere gute Glavier- ","lit, Das Clavier zu spielen. Ich weiß nicht, dass man folgendergestalt das Clavier für unsere heutige Musik so gar ungeeignet hält, und mancher dadurch abgeschreckt werden kann, solches zu erlernen, ob nicht selbst die Wissenschaft, welche schon jetzt ziemlich rar zu werden anfängt, nicht noch mehr fallen werde, indem sie größtenteils durch große Clavier-Spieler auf uns gebracht worden ist.
[ ad),B er etc).]

Einleitung.
3.S. Unter den sieben zuvor oben angeführten drei Punkten, hat man den Scholaren eine falsche Haltung der Hände gewiesen, wenigstens hat man ihnen solche nicht abgewöhnt; dadurch ist ihnen folgendes alle Möglichkeit abgeschnitten worden, etwas Gutes herauszubringen, und man hat von den steifen und am Draht gezogenen Fingern schon auf das Übrige schließen können.
4.S. Jeder Lehr-Meister den Namen, bringt seinen Schülern seine eigene Arbeiten auf, indem es heute zu Tage eine Schande zu sein scheint, nichts selbst setzen zu können. Daber woerden den Lehrlingen, andere gute Clavier-"
